No	TMNo	EnNo	Name		GMNo	Mode	DateTime
1	1	11	          	0	1	2015/01/27 17:02:47
2	1	5	          	0	1	2015/01/27 17:24:19
3	1	5	          	0	1	2015/01/27 17:24:25
4	1	17	          	0	1	2015/01/27 17:30:47
5	1	17	          	0	1	2015/01/27 17:30:50
6	1	9	          	0	1	2015/01/27 17:39:42
7	1	24	          	0	1	2015/01/27 17:47:45
8	1	24	          	0	1	2015/01/27 17:47:53
9	1	3	          	0	1	2015/01/27 17:50:33
10	1	9	          	0	1	2015/01/28 08:32:29
11	1	4	          	0	1	2015/01/28 08:46:01
12	1	5	          	0	1	2015/01/28 08:51:55
13	1	24	          	0	1	2015/01/28 08:53:15
14	1	14	          	0	1	2015/01/28 13:21:10
15	1	10	          	0	1	2015/01/28 16:41:13
16	1	9	          	0	1	2015/01/28 17:33:03
17	1	4	          	0	1	2015/01/28 17:45:58
18	1	5	          	0	1	2015/01/28 21:13:30
19	1	9	          	0	1	2015/01/29 08:32:25
20	1	4	          	0	1	2015/01/29 08:43:56
21	1	17	          	0	1	2015/01/29 08:44:12
22	1	5	          	0	1	2015/01/29 08:46:16
23	1	7	          	0	1	2015/01/29 08:50:24
24	1	24	          	0	1	2015/01/29 08:53:51
25	1	17	          	0	1	2015/01/29 17:32:06
26	1	30	          	0	1	2015/01/29 17:38:01
27	1	11	          	0	1	2015/01/29 17:44:46
28	1	9	          	0	1	2015/01/29 17:45:18
29	1	31	          	0	1	2015/01/29 17:46:05
30	1	24	          	0	1	2015/01/29 17:46:09
31	1	19	          	0	1	2015/01/29 17:46:12
32	1	25	          	0	1	2015/01/29 17:46:16
33	1	4	          	0	1	2015/01/29 17:46:25
34	1	5	          	0	1	2015/01/29 21:20:50
35	1	17	          	0	1	2015/01/30 08:21:43
36	1	17	          	0	1	2015/01/30 08:21:45
37	1	9	          	0	1	2015/01/30 08:30:31
38	1	31	          	0	1	2015/01/30 08:34:20
39	1	25	          	0	1	2015/01/30 08:45:10
40	1	19	          	0	1	2015/01/30 08:45:13
41	1	5	          	0	1	2015/01/30 08:45:25
42	1	30	          	0	1	2015/01/30 08:46:08
43	1	24	          	0	1	2015/01/30 08:49:50
44	1	13	          	0	1	2015/01/30 08:52:25
45	1	11	          	0	1	2015/01/30 08:54:04
46	1	4	          	0	1	2015/01/30 08:56:18
47	1	17	          	0	1	2015/01/30 17:31:40
