No	TMNo	EnNo	Name		GMNo	Mode	DateTime
1	1	21	          	0	1	2015/03/02 17:30:24
2	1	21	          	0	1	2015/03/02 17:30:26
3	1	39	√œ—ﬁ»Ÿ    	0	1	2015/03/02 17:30:54
4	1	36	          	0	1	2015/03/02 17:34:07
5	1	27	          	0	1	2015/03/02 17:34:11
6	1	10	          	0	1	2015/03/02 17:34:23
7	1	46	          	0	1	2015/03/02 17:34:25
8	1	15	          	0	1	2015/03/02 17:34:29
9	1	14	          	0	1	2015/03/02 17:34:38
10	1	26	          	0	1	2015/03/02 17:34:55
11	1	44	          	0	1	2015/03/02 17:35:18
12	1	22	          	0	1	2015/03/02 17:35:22
13	1	41	          	0	1	2015/03/02 17:36:33
14	1	32	          	0	1	2015/03/02 17:36:42
15	1	52	          	0	1	2015/03/02 17:36:45
16	1	49	          	0	1	2015/03/02 17:36:52
17	1	17	          	0	1	2015/03/02 17:36:56
18	1	52	          	0	1	2015/03/02 17:37:02
19	1	32	          	0	1	2015/03/02 17:37:15
20	1	48	          	0	1	2015/03/02 17:38:45
21	1	43	          	0	1	2015/03/02 17:38:54
22	1	47	          	0	1	2015/03/02 17:39:04
23	1	19	          	0	1	2015/03/02 17:39:21
24	1	31	          	0	1	2015/03/02 17:39:54
25	1	9	          	0	1	2015/03/02 17:40:19
26	1	40	          	0	1	2015/03/02 17:40:32
27	1	20	          	0	1	2015/03/02 17:40:40
28	1	38	          	0	1	2015/03/02 17:41:30
29	1	18	          	0	1	2015/03/02 17:45:23
30	1	24	          	0	1	2015/03/02 17:47:05
31	1	12	          	0	1	2015/03/02 17:48:07
32	1	13	          	0	1	2015/03/02 17:49:37
33	1	25	          	0	1	2015/03/02 17:50:49
34	1	7	          	0	1	2015/03/02 17:50:58
35	1	28	          	0	1	2015/03/02 17:51:04
36	1	4	          	0	1	2015/03/02 17:51:14
37	1	6	          	0	1	2015/03/02 17:53:42
38	1	30	          	0	1	2015/03/02 17:54:15
39	1	16	          	0	1	2015/03/02 18:02:22
40	1	37	          	0	1	2015/03/02 18:04:45
41	1	23	          	0	1	2015/03/02 18:04:49
42	1	3	          	0	1	2015/03/02 18:38:46
43	1	11	          	0	1	2015/03/02 19:12:01
44	1	5	          	0	1	2015/03/02 19:12:37
45	1	46	          	0	1	2015/03/03 08:16:42
46	1	31	          	0	1	2015/03/03 08:19:42
47	1	39	√œ—ﬁ»Ÿ    	0	1	2015/03/03 08:19:46
48	1	38	          	0	1	2015/03/03 08:24:29
49	1	51	          	0	1	2015/03/03 08:25:24
50	1	48	          	0	1	2015/03/03 08:26:17
51	1	52	          	0	1	2015/03/03 08:29:24
52	1	32	          	0	1	2015/03/03 08:29:26
53	1	32	          	0	1	2015/03/03 08:29:35
54	1	5	          	0	1	2015/03/03 08:31:28
55	1	19	          	0	1	2015/03/03 08:32:24
56	1	30	          	0	1	2015/03/03 08:32:43
57	1	21	          	0	1	2015/03/03 08:34:49
58	1	21	          	0	1	2015/03/03 08:34:50
59	1	15	          	0	1	2015/03/03 08:35:53
60	1	4	          	0	1	2015/03/03 08:36:23
61	1	6	          	0	1	2015/03/03 08:36:46
62	1	9	          	0	1	2015/03/03 08:37:27
63	1	36	          	0	1	2015/03/03 08:39:25
64	1	20	          	0	1	2015/03/03 08:39:45
65	1	3	          	0	1	2015/03/03 08:40:09
66	1	24	          	0	1	2015/03/03 08:41:06
67	1	47	          	0	1	2015/03/03 08:41:09
68	1	13	          	0	1	2015/03/03 08:41:13
69	1	41	          	0	1	2015/03/03 08:41:15
70	1	42	          	0	1	2015/03/03 08:41:20
71	1	42	          	0	1	2015/03/03 08:41:23
72	1	17	          	0	1	2015/03/03 08:41:30
73	1	26	          	0	1	2015/03/03 08:41:50
74	1	28	          	0	1	2015/03/03 08:42:50
75	1	49	          	0	1	2015/03/03 08:43:39
76	1	7	          	0	1	2015/03/03 08:44:16
77	1	44	          	0	1	2015/03/03 08:44:19
78	1	23	          	0	1	2015/03/03 08:44:21
79	1	25	          	0	1	2015/03/03 08:45:56
80	1	16	          	0	1	2015/03/03 08:46:35
81	1	12	          	0	1	2015/03/03 08:47:13
82	1	50	          	0	1	2015/03/03 08:48:31
83	1	10	          	0	1	2015/03/03 08:50:53
84	1	14	          	0	1	2015/03/03 08:50:56
85	1	43	          	0	1	2015/03/03 08:51:27
86	1	27	          	0	1	2015/03/03 08:52:05
87	1	27	          	0	1	2015/03/03 08:52:06
88	1	18	          	0	1	2015/03/03 08:53:35
89	1	11	          	0	1	2015/03/03 08:53:47
90	1	22	          	0	1	2015/03/03 08:55:56
91	1	22	          	0	1	2015/03/03 08:55:57
92	1	40	          	0	1	2015/03/03 08:57:44
93	1	37	          	0	1	2015/03/03 08:57:48
94	1	17	          	0	1	2015/03/03 17:30:16
95	1	51	          	0	1	2015/03/03 17:30:40
96	1	51	          	0	1	2015/03/03 17:30:41
97	1	15	          	0	1	2015/03/03 17:30:46
98	1	16	          	0	1	2015/03/03 17:31:37
99	1	13	          	0	1	2015/03/03 17:32:16
100	1	36	          	0	1	2015/03/03 17:32:29
101	1	49	          	0	1	2015/03/03 17:32:54
102	1	27	          	0	1	2015/03/03 17:32:57
103	1	46	          	0	1	2015/03/03 17:33:01
104	1	10	          	0	1	2015/03/03 17:33:05
105	1	47	          	0	1	2015/03/03 17:33:54
106	1	38	          	0	1	2015/03/03 17:33:57
107	1	50	          	0	1	2015/03/03 17:34:02
108	1	22	          	0	1	2015/03/03 17:34:07
109	1	14	          	0	1	2015/03/03 17:34:10
110	1	44	          	0	1	2015/03/03 17:34:13
111	1	40	          	0	1	2015/03/03 17:34:26
112	1	52	          	0	1	2015/03/03 17:34:31
113	1	20	          	0	1	2015/03/03 17:34:41
114	1	26	          	0	1	2015/03/03 17:34:51
115	1	21	          	0	1	2015/03/03 17:34:55
116	1	21	          	0	1	2015/03/03 17:34:56
117	1	7	          	0	1	2015/03/03 17:35:06
118	1	41	          	0	1	2015/03/03 17:35:16
119	1	19	          	0	1	2015/03/03 17:35:25
120	1	31	          	0	1	2015/03/03 17:35:56
121	1	25	          	0	1	2015/03/03 17:36:42
122	1	37	          	0	1	2015/03/03 17:36:57
123	1	37	          	0	1	2015/03/03 17:36:58
124	1	48	          	0	1	2015/03/03 17:37:08
125	1	53	          	0	1	2015/03/03 17:37:31
126	1	32	          	0	1	2015/03/03 17:37:34
127	1	24	          	0	1	2015/03/03 17:37:38
128	1	23	          	0	1	2015/03/03 17:39:37
129	1	18	          	0	1	2015/03/03 17:39:59
130	1	30	          	0	1	2015/03/03 17:45:03
131	1	11	          	0	1	2015/03/03 17:46:51
132	1	4	          	0	1	2015/03/03 17:53:52
133	1	6	          	0	1	2015/03/03 17:54:07
134	1	12	          	0	1	2015/03/03 17:54:09
135	1	28	          	0	1	2015/03/03 17:54:22
136	1	39	√œ—ﬁ»Ÿ    	0	1	2015/03/03 17:58:39
137	1	9	          	0	1	2015/03/03 17:59:06
138	1	3	          	0	1	2015/03/03 18:06:46
139	1	3	          	0	1	2015/03/03 18:06:54
140	1	3	          	0	1	2015/03/03 18:06:55
141	1	43	          	0	1	2015/03/03 18:59:21
142	1	42	          	0	1	2015/03/03 19:28:25
143	1	5	          	0	1	2015/03/03 21:34:47
144	1	45	          	0	1	2015/03/04 07:39:32
145	1	46	          	0	1	2015/03/04 08:10:58
146	1	4	          	0	1	2015/03/04 08:19:15
147	1	19	          	0	1	2015/03/04 08:25:13
148	1	23	          	0	1	2015/03/04 08:30:04
149	1	52	          	0	1	2015/03/04 08:31:09
150	1	32	          	0	1	2015/03/04 08:31:11
151	1	31	          	0	1	2015/03/04 08:32:25
152	1	32	          	0	1	2015/03/04 08:33:48
153	1	50	          	0	1	2015/03/04 08:35:33
154	1	49	          	0	1	2015/03/04 08:35:42
155	1	30	          	0	1	2015/03/04 08:37:03
156	1	9	          	0	1	2015/03/04 08:38:09
157	1	38	          	0	1	2015/03/04 08:38:32
158	1	20	          	0	1	2015/03/04 08:39:44
159	1	5	          	0	1	2015/03/04 08:40:29
160	1	53	          	0	1	2015/03/04 08:41:14
161	1	6	          	0	1	2015/03/04 08:41:20
162	1	7	          	0	1	2015/03/04 08:41:25
163	1	26	          	0	1	2015/03/04 08:42:06
164	1	3	          	0	1	2015/03/04 08:42:13
165	1	27	          	0	1	2015/03/04 08:42:50
166	1	44	          	0	1	2015/03/04 08:44:59
167	1	21	          	0	1	2015/03/04 08:45:02
168	1	40	          	0	1	2015/03/04 08:45:41
169	1	28	          	0	1	2015/03/04 08:46:17
170	1	13	          	0	1	2015/03/04 08:46:29
171	1	41	          	0	1	2015/03/04 08:46:32
172	1	48	          	0	1	2015/03/04 08:46:58
173	1	10	          	0	1	2015/03/04 08:47:02
174	1	47	          	0	1	2015/03/04 08:47:10
175	1	42	          	0	1	2015/03/04 08:48:23
176	1	39	√œ—ﬁ»Ÿ    	0	1	2015/03/04 08:48:57
177	1	12	          	0	1	2015/03/04 08:49:11
178	1	37	          	0	1	2015/03/04 08:49:38
179	1	14	          	0	1	2015/03/04 08:50:56
180	1	22	          	0	1	2015/03/04 08:51:01
181	1	22	          	0	1	2015/03/04 08:51:02
182	1	11	          	0	1	2015/03/04 08:51:06
183	1	36	          	0	1	2015/03/04 08:51:12
184	1	36	          	0	1	2015/03/04 08:51:13
185	1	51	          	0	1	2015/03/04 08:51:28
186	1	51	          	0	1	2015/03/04 08:51:29
187	1	17	          	0	1	2015/03/04 08:51:34
188	1	43	          	0	1	2015/03/04 08:53:04
189	1	18	          	0	1	2015/03/04 08:54:01
190	1	25	          	0	1	2015/03/04 08:54:33
191	1	16	          	0	1	2015/03/04 08:55:23
192	1	24	          	0	1	2015/03/04 10:28:26
193	1	49	          	0	1	2015/03/04 12:26:46
194	1	26	          	0	1	2015/03/04 12:27:45
195	1	5	          	0	1	2015/03/04 16:31:05
196	1	39	√œ—ﬁ»Ÿ    	0	1	2015/03/04 17:30:06
197	1	14	          	0	1	2015/03/04 17:31:03
198	1	22	          	0	1	2015/03/04 17:31:08
199	1	44	          	0	1	2015/03/04 17:31:11
200	1	21	          	0	1	2015/03/04 17:31:15
201	1	19	          	0	1	2015/03/04 17:31:19
202	1	17	          	0	1	2015/03/04 17:31:37
203	1	15	          	0	1	2015/03/04 17:32:18
204	1	41	          	0	1	2015/03/04 17:32:22
205	1	7	          	0	1	2015/03/04 17:32:31
206	1	51	          	0	1	2015/03/04 17:33:07
207	1	51	          	0	1	2015/03/04 17:33:08
208	1	20	          	0	1	2015/03/04 17:33:31
209	1	47	          	0	1	2015/03/04 17:33:33
210	1	27	          	0	1	2015/03/04 17:33:36
211	1	27	          	0	1	2015/03/04 17:33:37
212	1	40	          	0	1	2015/03/04 17:33:41
213	1	46	          	0	1	2015/03/04 17:33:50
214	1	50	          	0	1	2015/03/04 17:34:10
215	1	36	          	0	1	2015/03/04 17:34:26
216	1	9	          	0	1	2015/03/04 17:34:34
217	1	31	          	0	1	2015/03/04 17:35:03
218	1	16	          	0	1	2015/03/04 17:35:08
219	1	45	          	0	1	2015/03/04 17:35:16
220	1	38	          	0	1	2015/03/04 17:35:27
221	1	25	          	0	1	2015/03/04 17:35:31
222	1	52	          	0	1	2015/03/04 17:35:36
223	1	48	          	0	1	2015/03/04 17:35:50
224	1	10	          	0	1	2015/03/04 17:36:33
225	1	13	          	0	1	2015/03/04 17:36:48
226	1	6	          	0	1	2015/03/04 17:36:51
227	1	53	          	0	1	2015/03/04 17:36:59
228	1	18	          	0	1	2015/03/04 17:37:14
229	1	12	          	0	1	2015/03/04 17:37:54
230	1	37	          	0	1	2015/03/04 17:38:49
231	1	37	          	0	1	2015/03/04 17:38:56
232	1	30	          	0	1	2015/03/04 17:41:10
233	1	32	          	0	1	2015/03/04 17:43:10
234	1	24	          	0	1	2015/03/04 17:43:24
235	1	32	          	0	1	2015/03/04 17:43:44
236	1	11	          	0	1	2015/03/04 17:44:46
237	1	28	          	0	1	2015/03/04 17:47:57
238	1	4	          	0	1	2015/03/04 17:54:15
239	1	43	          	0	1	2015/03/04 18:10:55
240	1	42	          	0	1	2015/03/04 18:10:59
241	1	23	          	0	1	2015/03/04 18:11:02
242	1	45	          	0	1	2015/03/05 07:44:55
243	1	20	          	0	1	2015/03/05 07:45:02
244	1	39	√œ—ﬁ»Ÿ    	0	1	2015/03/05 08:17:31
245	1	26	          	0	1	2015/03/05 08:21:39
246	1	50	          	0	1	2015/03/05 08:24:14
247	1	36	          	0	1	2015/03/05 08:25:40
248	1	36	          	0	1	2015/03/05 08:25:41
249	1	19	          	0	1	2015/03/05 08:30:10
250	1	19	          	0	1	2015/03/05 08:30:11
251	1	31	          	0	1	2015/03/05 08:32:28
252	1	5	          	0	1	2015/03/05 08:32:57
253	1	6	          	0	1	2015/03/05 08:34:18
254	1	52	          	0	1	2015/03/05 08:34:31
